start	end	text
0	6360	はいどうもこころかがみです 東電です
6360	14360	今週も1週間振り返っていきたいとおもいます 先日このラジオで紹介したですね面白いイヤホン
14360	25000	NOOM MB-001なるものを買ってみたのでちょっとその仕様感について 冒頭紹介したいなと思うんですけど
25000	34160	改めてお伝えしておくとこれ自体はNTTソノリティという会社が出した オープンイヤーヘッドホン
34160	42440	イヤホンになるのかな という商品で今まで有線タイプだったんですけどそれが無線版出ましたと
42440	51160	で市場の特徴はオープンイヤーであるにもかかわらず音漏れがしないというのが特徴的な商品になっていて
51160	59720	技術的にはイヤホンの反対側からですね音漏れを抑制するような逆波長みたいなのを出して
59720	67400	外から見ると波形が打ち消し合っているので音漏れになって触ってこないという代物です
67400	75920	仕様感を出した動画とかもいろいろあったんですけど音楽によっては音漏れしたり音漏れしなかったりっていうところがあるというところまで
75920	83880	わかってたんですが私的に一番気になったのが マイクに入り直しちゃうかどうかですね
83880	90760	聞いている音とかが 喋っているマイクにもう一回入り直してしまうと
90760	96840	VCとかしている時にすごくID迷惑かけたりしてしまうのでちょっとその辺が気になってましたと
96840	103720	これ自体 このイヤホン自体にもマイク入力があるのでそっち使えばいいじゃんって話なんですけど
103720	112680	個人的には音声をより良くしたいというところで別マイクにしているので ちょっとその仕様感を試してみたかったというところですね
112680	118920	現状まさに今ですね そのイヤホンを使って喋っているので
118920	125760	当然さんが何かこの後喋っているものが入ってきたらちょっといただけないねって話だし
125760	129400	実際入らないんだったら割とアリっていう感じです
129400	140320	かけ心地としては重たくもなく固くもなくというところで 慣れてしまえば全然違和感ないかなというところですね
140320	151280	特に私がちょうど今ですね イヤホンとかヘッドホンの群れとかのせいで少し耳周りがかぶれているところがあるんですけど
151280	159120	そういった人がつけても全然痒みとか痛みを感じないので非常に良い商品かなと思ってます
159120	161360	はい
161360	167880	でまぁ音漏れに関してはこれの準備中に確認してて問題ないかなという感じでしたけど
167880	174760	まぁそもそもかなり気にしすぎなところがあったりはするんですけどね
174760	182040	私が結構ヘッドホンを使ってて細かい音まで聞ける状態で確認しているので
182040	193840	通常の状態ではそこまで音が返ってくることは本当は気にならないかなという気もせんでもないですけど
193840	206120	まぁ今まで使ってた心鏡さんが使ってたオープンイヤーヘッドホンはちょっと音が返ってくるのが確認されてたという感じですね
206120	216840	現状に関して言うとそれは全然なくなっているのでそういう意味ではかなり効果があったのかなというところは思ってます
216840	222760	あとそうですねやっぱりヘッドホンとかと比べてさっき言ってた耳の群れとか
222760	232720	あとメガネのツルと干渉して痛いとかまぁなんだかんだ言って結構あるのでそこらへんもこの完全ワイヤレスイヤーホンで
232720	238320	かけ心地が悪くないのであればすごくいいのかなという感じはしていますね
238320	244120	個人的にだいぶ気になっているのが耳の穴に突っ込むタイプじゃなくてなんていうんですか
244120	255360	耳タブっていうタイプですけど耳に引っ掛けて四角い部分が耳に当たるみたいな感じなんですよね
255360	261960	これで綺麗に音が聞こえるのかなというのがかなり気になっているんですけどそこらへんどうでしょうか
261960	268200	はいあの人の音声に関してはもう全然気にならないですね
