start	end	text
0	6360	はいどうも心絡みです 当然です
6360	8720	今週も1週間振り返っていきたい と思います
8720	9720	はいはい
9720	14680	昨今先生AI盛り上がってるんですけど 気になるニュースをやってたので
14680	20560	ちょっと話してみたいんですが 学校AIの利用が限定的にということで
20560	24920	文科省が指針案を出してて その指針案の内容がですね
24920	29520	なかなか言いたいことは分かる けど実行制度をするんだ的な指針
29520	34120	になってて 少し話したいなと思ってます
34120	37600	その指針案のポイントとして言 われてるのが
37600	40960	様々なリスクがあるんで限定的に 使ってくださいと
40960	46600	コンテンツ宿題とか作成される 際にはAIを使わないように指導
46600	49840	しましょうとか コンクールとかに出すコンテンツ
49840	53040	も意識して使わないようにしましょう とか
53160	57360	あとは著作権侵害を気にしてください ねっていうのが指針として出されてるん
57360	62920	ですけど 学校の先生がそこまで見れるとは
62920	67040	尊い思えないので この指針をどう受け止めればいい
67040	72320	のかが難しすぎるんですけど というふうに思いつつ
72320	81400	一方でAIを使ったコンテンツばかり がコンクールに出てもしょうもない
81400	84840	なっていうのも若干なくはない ので
84840	87400	どうあるべきかなっていうのを ちょっと聞いてみたいなと思って
87400	88400	ます
88400	93920	そうですね いろいろな方面から見方がある
93920	99600	とは思いますけれど まず先生がこれをやり切るっていう
99600	103360	のはかなり難しいっていうのは その通りですね
103360	108040	と思うので 真面目に受け取ると大変だろうな
108040	111360	という感じなんですけど 言ってることはしごく
111360	114680	もっともだと思うんで ここでの解決策は
114680	121960	なんかこう 外部というか先生もAI使えばいいん
121960	126480	じゃないのって AI検出AIを使えばいいんじゃない
126480	128720	のっていうのが ちょっと思っているところです
128720	132200	と
132200	137440	コンクールとかでAIのようなもの が出てくるのっていうのはもはや
137440	143800	どうしようもないと思うので そこに関してはコンクールの審査員
143800	149600	側がなれるしかないかなっていう 気がしています
149600	155680	あとAIは何でも出せるわけじゃなくて 何でも出せると言えば何でも出せるん
155680	158480	ですけど 何て言うんだろう
158480	161840	適当に使ったAIってAI臭いもの が出てくるっていうのがなんか
161840	164200	もう分かってきてるので現状だと
164200	165200	そうですね
165600	171080	目の越えた人が見ればAI臭いから 却下ってなると思いますという
171080	172080	段階
172080	177480	そういうAI臭いものは却下という ノリになるという流行りになる
177480	181000	だけじゃないでしょうかという ところで私はそこはあんまり
181000	185200	不安はありませんねというところ ですね
185200	191240	昔から評価されてた独創性みたいな ポイントの点でAIからベースに
191240	195160	作ったものは点数が極端に下がる から結果的に現れてくると
195160	196160	思います
196160	204000	そうですね過渡的には結構現れる とは思うんですけど長期的には
204000	205560	しぼむかなという認識です
205560	215800	なるほどねその辺はあれか今までも 先行した技術をどこまで使える
215800	219560	子供かどうかでだいぶ出てきた ものが違うからそういう差だ
219560	221840	と言えばそうでしょうという
222840	227320	今でも例えば宿題とかでもwiki 使ったらwiki使ったってたぶん
227320	233720	バレててなんでかというとwiki の文章臭いからそこから他の資料
233720	237840	を使ってた方便で調べてなんか 独自性があるものをかけてたら
237840	244200	それはもうその人の結果になる でしょうしやっぱりそこら辺見
244200	247560	りゃ分かると思うのでっていう ところですかね
248560	256240	どちらかというと実効性を高める のだったらそういうコンクール
256240	262640	とか受け入れる側の審査能力を 向上させる必要があるねってこと
262640	267200	で先生にやっぱりジャッジして そこで企画させるのって結構難しい
267200	272120	と思うからどっちかというと夏休み の宿題とかも数さばいていかない
272120	277360	のでいけんきねそんな指導して られないというかという現実も
277360	281360	あるんで
281360	286960	ただ作っちゃったものは先生が 通しちゃうと学校通しで出した
286960	292800	ことになっちゃうのでここの学校 指針案のポイントに記載されている
292800	300400	ように生徒にはまずAIの成果物 をそのままコンクールとかに出す
300400	305240	ということはコンクールのリージョン にもよるとは思いますけど不正
305240	310640	行為にあたるということを指導 してもらう必要はあるとは思います
310640	317600	けどねなんでその方針というか 前提として児童に言っておく児童
317600	321600	制度に言っておくというのは先生 の仕事かなと思いますけどそれ
321600	336160	以降は児童に任せるのが限界なん じゃないかなと思いますね
336160	339760	そういう意味だと今までも家の 人に書いてもらわないようにしましょう
339760	346440	とか指導レベルでは言っていた からそれと同等のことだけ言って
346440	350760	まあそれ以上はっていう感じかな そうですねそんな感じだと思って
350760	359320	ますなるほどねそれに言わんでも 結論は一致しているような気が
359320	366800	しますけどこのチャットGPTを使う ことで教育メリットとかデメリット
366800	374000	とかってどう思ってます教育メリット でどのレベルでチャットGPTを使う
374000	383160	ということを想定してますか 日常的にかな例えば算数の問題
383160	388280	を解くのに電卓を使ったりソロ ボンを使ったりっていうのから
388280	394040	だんだん来て今チャットGPTを使って 問題を解くみたいなそういう世界
394040	400520	に変わっていってるわけですけど そこについてもやっぱり今は電卓
400520	405320	を使うなとかいうことで基礎力 を身につけようとさせてますけど
405320	412040	その方針のままチャットGPTも便利 すぎるツールなので便利じゃない
412040	417800	ことを理解した上便利じゃない 状態で勉強した上で便利ツール
417800	424680	を使えるようにするっていうステップ アップを踏むべきなのかもうチャットGPT
424680	429640	がその電卓とかと比べても飛躍 的にできすぎるのでそのステップ
429640	434520	を追っかけててもキリがないという 諦めものはなくはないと思うん
434520	441760	ですけど
441760	448560	その話で言うとポストチャット GPTが出てきたときにさらに困る
448560	456920	ことになるので後者の話は考えて も仕方がないかなと思いますね
456920	462320	でボーダーをどこに引くかっていう 話であるんですけどもそもそもの
462320	467600	学校教育は基礎を学ぶだろうと 私は解釈しているので基礎っていう
467600	475240	のは成り立ちを理解することが 大事なのではないかと思っている
475240	480920	のでそういう意味では教育の場 ではあえて使わないようにしている
480920	484880	という解釈だと私は認識している のでその方向を捨てていくならば
484880	488200	チャットGPTであればどういう 選択だろうと使わずに一回は筆算
488200	490400	してみましょうというのが大切 かなと思いますけど
490400	499440	なるほどね
499440	504320	教育にAIはすごく役立つという のはあるけれどもあくまでそれは
504320	509840	学校以外のところの教育現場で 活用されるべきものであって学校
509840	514280	はおっしゃる通り基礎を身につける 場所という位置づけというかスタンス
514280	517280	をあまりぶらしてもしょうがない かなという感じですかね
517280	521560	そうですね特に小学校とかはという 話ですね大学レベルまでいくと
521560	523120	ちょっと話が変わってきますけど
523120	530000	はいはいはいはいそうですよね 塾もね学校とは違ってかなり先行
530000	535320	したことを教えたりとかいろいろ やっているわけですからその基礎
535320	539480	とは関係なくもっと効率的に解 けるようにする工夫とかいろいろ
539480	544320	教えているわけですけどああいう ものが学校外では許されている
