start	end	text
0	7920	はいどうもころがみです 東電です今週も1週間振り返っていきたいと思います
7920	14520	はいはい まあそろそろペンネームの心からも卒業してもいいかなと最近思ったりもしてますが
14520	20680	まあそうじゃ多いと言ってはいえっと ネットフリックスにですね映画大好きボンボさん
20680	29320	まあ以前東電さんから紹介されたやつなんですけどそれがあの見れるようになってたので見させて もらいましたと
29320	31240	はい で
31240	36720	痛く感動しまして これはいいものだってことで改めて復旧したいって感じですね
36720	40680	はい 原作の漫画
40680	46560	の方がですね一通り読んでたんですけど その内容からすると
46560	51960	創造の15倍くらい良かったですね おうはい
51960	56800	その なんでしょうね映画としての
56800	64960	その伝えたいことその映画をこういうふうに届けたいんだっていう 説得力の塊を
64960	70640	ですごいクリティカルヒットした感じですね はい
72360	81120	まあ映画作品自体は アニメ映画でアニメ映画の中で映画を作る主人公の話みたいな感じなんですけど
81120	89920	その映画の中の映画 作ってる映画もそれを表現してるアニメ映画も
89920	97520	すべてが同じポリシーにのっとって表現されてて 一番大事にするポイントだったりとか
97520	105680	結局終始誰に何を伝えたいのかっていうところにフォーカスして そのなんだろうな
105680	113440	プロ精神というか その本気でこだわった結果みたいなところがバチバチ伝わってきて
113440	118040	すごく感動しましたね そうですね
118040	126120	やっぱ なんですかねちゃんとそれが表現してちゃんとそれが伝わってそれで感動できるっていう
126120	132440	ところが本当に素晴らしいですよねこの作品 素晴らしいと思う
132440	145560	その作中の中で無駄をいかに削ぎ落としてその伝えたいところにいかに絞り込んで 映画というその時間の中に凝縮させるかって言う
145560	155880	ことに悩む主人公のシーンがあるんですけど そこに悩んだだろうなーって思うくらい各シーンのその画面切り替えが早いんですよね
155880	163160	映画の中でも はいはいそうですねはい もっとここ掘り下げられたでしょとかもっとここを
163160	169720	長尺使って表現したかっただろうなって思われるシーンがバンバンバン切り替わって いくんですよね
169720	176920	その映画大好きポンポさんの作品としての切り替わりとしての 本編としてね あそうそうそうそう
176920	183320	そこがねなんか すごい説得力の塊としてぶつけられた感じがあって
183320	191080	一般論として伝えているその伝えたいこととかでもないから ものすごくリアルに感じて
191080	197320	感動してきましたね そうですねまあでも本当作中でも言われていますけど
197320	207520	まあでもだからといってそこを伸ばしたら良い作品になるかっていうと ただ伸ばすだけだと何ですかまあ伸びというか情報課題になっちゃったり
207520	218000	まあされてしまうっていうまあそれも実際あってその テンポがいいからこそポンポさんの映画として完成度が高くなっている
218000	226600	そういうところもそこを本当にちゃんと言ってることが実現できているしかも100% 実現できている
226600	233520	そうだねうんマジで神作品ですねという 北子につきますね
233520	244880	あの原作からこれが生まれたとは正直思えないすごいです まあでも原作も何ですか言いたいことは100%再現できてますしね
244880	252960	まあそうそうですねそうですね いやーこれは監督の腕がすごすぎるなぁと思って
252960	260720	正直あのスタッフ誰なんだろうとか調べるくらいにはビビりましたね そうですねうん
260720	271080	まあ作中作とかもね結構題材としてよくありはするんですかこう制作ものだと まあそこでも何というんですかあの
271080	278520	作中作 年を作るのを頑張るキャラクターたちを移すっていう
278520	288000	ポンポさんも実際それをやってるんですけども ただその上で作中作自体の見どころっていうのをちゃんと見どころにできているとか
288000	293760	も 本当すごいなぁと思いますね何を言ってだって話になるかもしれないですけど
293760	301440	いやいやいやもうこれは見た人ならわからない大丈夫ですよ いや本当そう作中作の出来栄えが良かったんだよなぁ
301440	313760	その作中作の映画を見たいってめっちゃ思わせる 能力があってただ大方筋こんな映画なんだろうなっていうことを想像できる最適
313760	318400	の情報全部集まってるんですよね そこがすごいなぁ
318400	328920	作中作の脚本こんな感じですとか見せ場はこんなんですがこんな映画になりそうです っていうのを散りばめてはいるんですけどちゃんと語られているシーンってないんですよね
328920	331640	そうですね
331640	347440	あのあるのはそれぞれの代表的なシーンが映像としてあるのと最後のあれですかね 映画のパンフレットというか一枚絵があるくらいでその辺から想像するに
347440	357640	っていう世界ではあるんですけど まあ主人公の思いというか考え方とかその辺が伝わることによって結果的に作ら
357640	365720	れている映画の質も質と内容が想像できるっていうすごく面白い伝え方をしている 作品ですよね
365720	373840	そうですね そこでなんであらすじというかある意味結論は分かっちゃってるんですけどそれでも見
373840	379720	たいと 思えるっていうのはそれはそれで素晴らしいことになってますね
379720	385440	そうですね まあねこういう作品でよくあるその
385440	392480	自分作中作で作ったやつがすごく大々的に評価されてすごいともてはやされる みたいな
392480	400840	シーンってあると思うんですけど ちょっとねあの作品によってはまあご都合式的やなって思うことあるじゃないですか
400840	409520	はい まあねもうこういう作品でなんか主人公がすごい能力あって才能があって困ってるかもしれないけど
409520	417480	結局賞取るんでしょはいはいみたいな そういう感覚の冷めた目線としてあるのはあると思うんですけど
417480	425800	この映画大好きポンポソンの作中作に限っては 違和感なくっていう感じはありましたね
425800	436440	はいそうですねあのとても良いものですとはい とても良いものであることはもう完全に理解できてそのシーンを迎えるから
436440	448200	まあ他にもっといいし映画この歳にあっただろうなと思わなくはないですけど まあでも賞を取ること自体に違和感はないって感じですかね
448200	450840	そうですね
454760	457800	よかったですね
457800	469040	これネットフリックスはもう工場で何ですか わかんないす期間限定じゃないですかねあー何ですかねまあ結構ネットフリックス
469040	476240	時期が経つと入れ替えたりしますからね そうですね独占見放題ってなってるのがユーネックストとかなんですよね
476240	487880	だからネットフリックスは期間限定じゃないか まあネットフリーでもいいですしユーネックストでもいいですし本当に見れる人は全員見て欲しい
487880	491000	だという 感じですね
491000	493680	そうっすねー
496800	499880	そうだな まあ
499880	509720	声優の 歴とそのキャラクターの歴を合わせているのもまあ面白い配置だなぁと思い
509720	519000	ながら まあそうですね選び方あの作中で新人女優さんっていうのが出てきて
519000	531880	それがそのある程度中堅なのかな応募者のかな 中堅の女優さんと応募者の俳優さんとまああの主人公含め制作人とまとっていくって感じなんですよね
531880	536760	そこにちゃんとその 声優さんのなんてですか
536760	544280	立ち位置とあった声優さん現実とリンクした声優さんが まあ採用されていて
544280	553560	うんまあそこもねもすごいなと思うがでも声として負けてないんですよね 負けてないですねそう
553560	560600	でやっぱりそのハマってるまあこれも作中とリンクしちゃうんですけど
561120	569280	このキャラだとこういう声だよねって違和感ない声で 演技してくれて
569280	581000	やっぱそういうところもすごいなぁと思いますね そうだねいわゆるその声がアニメ声じゃなかったんですよねそのドラマ声というか
581000	594360	実写ドラマ声って感じだったんですよねその聞いてる感じがそうですね新人女優の人 その声質のおかげでヒューマンドラマ感が増したなぁという感覚を持って見てましたね
594360	604160	あーまあ確かにポンポさんとかはだいぶなんてですかねあのアニメチックなキャラ造形ですし 立ち位置としてもその
604160	612880	アニメチックなんですけど まあそうですねあの俳優としてのヒューマンドラマという側面もあるので
612880	618360	まあそこも確かに 深みが増してたなぁと思いますね
618360	622080	面白い俳優だなぁと
622080	629560	はい多分もうあと細かいところは多分語り出したらキリがない 枕としてはこんなもんにしちゃおうかなと
629560	638240	はいぜひとも見てくださいという感じですねはいはい じゃあ本編の方行きたいとおもいます
638240	640480	はい
641120	648160	1点目 Microsoft Teams は来月パフォーマンスが大幅に向上しますということで
648160	654000	The Voyage? The Vergeかごめんなさい
654000	659120	というブログ記事テックブログ記事の
659120	667120	内容ですで元は英語なのでもうかいつまんで喋っていくんですけど Microsoft が
667120	677520	今までのTeams 1.0から2.0へ大幅アップデートをします これによって GPU 使用率メモリ使用率を改善して
677520	685440	パフォーマンスを上げますと ユーザー体験としてはよりサクサク動いて素晴らしい体験が提供されるでしょう
685440	693520	というものです 技術的には何が違うのかというと Teams は元々エレクトロンというツールによって
693520	697320	実行されていました それというかプラットフォームですかね
697320	703160	エレクトロンがどういうプラットフォームかというと クロス
703160	710600	プラットフォームマルチプラットフォームいろんな os で 動くネイティブアプリですと
710600	717680	ただその エレクトロンの上で動くアプリケーション自体は web コンテンツを動かすことができるというのが
717680	721480	エレクトロンのいいところですね なので
721480	727800	よくあるSaaS系のアプリケーション Teams とか Osanoku ももちろんそうなんですけど
727800	733400	web でも見れてネイティブアプリでも見えるみたいなものを作ろうとしたとき個別に開発してるとやっぱり
733400	741120	コースがかかってしまうというのがあるんで web アプリだけ作ってそれをネイティブでも動かせる方がいいよねっていうのが
741120	749920	昔からありましたと それを実現するのがエレクトロンだったりとか先日ラジオで話したタオリだったりとか
749920	761400	いうものなんですがそういったものを使ってました で今回改めてそのエレクトロンを脱却して新しいものに移行するという話です
761400	770800	エレクトロン自体は歴史は長くてクロミウムベースで動いているものだったんですけど かなり古いクロミウムのベースにしていて
