start	end	text
0	2000	はいどうもココロカワミです
2000	4000	当然です
4000	6000	今週も1週間振り返っていきたいと思います
6000	8000	はいはい
8000	10000	今週はですね
10000	12000	先週話してた
12000	14000	BingのChatGPT機能
14000	16000	GPT4なんですけど
16000	18000	こちらを1週間使っていったので
18000	20000	ちょっとその辺の感想を
20000	22000	共有したいなと思います
22000	24000	はい
24000	26000	ものとしては
26000	28000	先日から話題になっている
28000	30000	ChatGPTが
30000	32000	Bingの検索でも使えますよ
32000	34000	というものです
34000	36000	でどういう形に
36000	38000	実装されているかというと
38000	40000	検索文字列を入れたら
40000	42000	今まで通りの検索結果の
42000	44000	右側にですね
44000	46000	Bingの
46000	48000	GPT4
48000	50000	そのChatGPTの回答のような
50000	52000	ものが
52000	54000	ウィンドウというか枠として用意されていて
54000	56000	そこに
56000	58000	検索文字列に対する回答が
58000	60000	出てくると
62000	64000	普段だったら
64000	66000	Google検索の方が
66000	68000	メジャーなのでGoogle検索で言うと
68000	70000	会社名とか入れた場合に
70000	72000	その会社のサムネイルだったり
72000	74000	簡単な情報を出してくれるウィンドウが
74000	76000	右側に出たりすると思うんですけど
76000	78000	その枠で
78000	80000	GPT4の回答が出てくるみたいなイメージですね
80000	82000	それ以外にもですね
82000	84000	検索結果の画面を
84000	86000	上側にスクロールすると
86000	88000	そのGPT4専用の
88000	90000	会話画面の方に
90000	92000	遷移しまして
92000	94000	そこで
94000	96000	追加のいろんな
96000	98000	チャット的なやり取りが
98000	100000	行えると
100000	102000	もちろんゼロベースからそこで始めることも
102000	104000	できますという
104000	106000	内容になっています
106000	108000	現在は
108000	110000	その応答回数に
110000	112000	制約がかかっていて
112000	114000	フリープランとしては
114000	116000	できることに
116000	118000	少し制限が入っているという状態
118000	120000	ですね
120000	122000	優勝プランがあるのかどうかは分からないです
122000	124000	それが
124000	126000	実際どこまで役に立ったか
126000	128000	というところの話なんですけど
128000	130000	1週間使った感じでは
130000	132000	うまく
132000	134000	使いこなせたケースが
134000	136000	正直なかったです
136000	138000	というのも
138000	140000	ブラウザで検索したいと
140000	142000	自分自身が思ったタイミング
142000	144000	というのがほぼほぼ
144000	146000	ある程度3、4割くらい
146000	148000	知識としては
148000	150000	分かっていて
150000	152000	追加の情報が欲しい
152000	154000	ですとか
154000	156000	あとはもともと
156000	158000	知ってたんだけどちょっと忘れた
158000	160000	忘れちゃったから再度確認したいとか
160000	162000	そういうケースが多かったんですね
162000	164000	自分のユースケースとして
164000	166000	そうなるとですね
166000	168000	チャットGPTとか
168000	170000	この辺の回答というのは
170000	172000	すごく一般論
172000	174000	0から1割、2割の
174000	176000	知識を得るというところの
176000	178000	回答がまず返ってくる
178000	180000	内容になっているので
180000	182000	求めている情報に対しての
182000	184000	たどり着く時間が長すぎる
184000	186000	というところがあって
186000	188000	うまく使いこなせなかったというところですね
188000	190000	なので
190000	192000	今まで通りの
192000	194000	検索の
194000	196000	片手間に返ってくるその情報が
196000	198000	どう役に立つのか
198000	200000	っていうと
200000	202000	今のところうまく
202000	204000	使えてないなと
204000	206000	以前そのチャットGPTは
206000	208000	回答してくれることに信頼性がないから
208000	210000	検索結果と合わせて
210000	212000	信頼度を上げるみたいな話があったと思うんですけど
212000	214000	そっちの
214000	216000	動線として
216000	218000	ビング検索を使うっていう
218000	220000	その
220000	222000	タスクの仕方を
222000	224000	生み出していかないことには
224000	226000	まだうまく
226000	228000	使えないなっていうのが正直な
228000	230000	感想でした
230000	232000	はい
232000	234000	そうですね
234000	236000	最近
236000	238000	チャットGPT周りで思っていたのと
238000	240000	同じ感想になったのかなと
240000	242000	いうところの
242000	244000	印象ですね
244000	246000	先ほど言ってましたけどやっぱり
246000	248000	分かっていて角度を高める
248000	250000	質問というか検索
250000	252000	答え合わせをする
252000	254000	という検索にはちょっと向かないかな
254000	256000	っていうのは
256000	258000	思ってたところなんで
258000	260000	どちらかというと壁打ちというか
260000	262000	対話する
262000	264000	という方向で
264000	266000	優秀なのかなと思って
266000	268000	初めて来たところだったので
270000	272000	体験結果と成功するのかなと思いました
272000	274000	ただそうすると
274000	276000	ビング検索に
276000	278000	合わないというような気になってくるので
278000	280000	まあ
280000	282000	そこら辺どうなんでしょうね
282000	284000	と思ってしまうんですけど
284000	286000	なので
286000	288000	ポジティブにさらに使うケースを
288000	290000	考えていくのであれば
290000	292000	例えば
292000	294000	議事録とか取っている中で
294000	296000	全く知らない単語が出てきた
296000	298000	という時に
298000	300000	その単語はビング検索とかに
300000	302000	任せてとりあえず投げるだけ
302000	304000	投げておいて議事録としては
304000	306000	一方的に進める
306000	308000	あとは
308000	310000	議事録を正しく直す時に
310000	312000	そのビング検索の
312000	314000	GPTと壁打ちしながら
314000	316000	正しくしていく
316000	318000	みたいなやり方は
318000	320000	ありかなという感じですかね
320000	322000	なるほど
322000	324000	あとそれ聞いてて思ったんですけど
324000	326000	応答性って
326000	328000	どうなんですか
328000	330000	応答性は悪かったです
330000	332000	なのでだいたい
332000	334000	非同期に
334000	336000	対応したいことを投げるしかないですね
336000	338000	なんかそれも
338000	340000	カッタリですね
340000	342000	カッタリです
342000	344000	なるほど
344000	346000	人間がツールに
346000	348000	合わせるじゃないですけど
348000	350000	本当に正しく使おうと思ったら
350000	352000	自分の思考ロジックの中で
352000	354000	非同期検索で
354000	356000	いいなという部分を
356000	358000	多分ピックアップして
358000	360000	投げるだけ投げとくみたいな
360000	362000	そういう対応が要ります
362000	364000	なるほどね
364000	366000	で
366000	368000	先週も言った通り
368000	370000	非同期でやろうとしたら
370000	372000	画面はマウスとキーボードと
372000	374000	アクティブブラウザで専用されちゃってるから
374000	376000	音声入力とかで
376000	378000	非同期にしていかないと
378000	380000	多分
380000	382000	マウス操作が煩わしくて
382000	384000	非効率になっちゃいますね
384000	386000	はいはい
386000	388000	そうですね
388000	390000	うーん
390000	392000	はい
392000	394000	で
394000	396000	次に問題となってくるのが
396000	398000	そこまで脳みその中で
398000	400000	非同期分離できてるような
400000	402000	タスク群って
402000	404000	検索するまでもないことが
404000	406000	多いから
406000	408000	なんか
408000	410000	問い合わせるタイミングがないんだよな
410000	412000	っていう気もする
412000	414000	まあ確かにそうですね
414000	416000	うーん
416000	418000	まあそうですね
418000	420000	って思う良いユースケースとしては
420000	422000	例えば
422000	424000	散歩している時に音声入力で
424000	426000	えーっと
426000	428000	明日の予定を聞くとか
428000	430000	場所どこだったっけ
430000	432000	って言って
432000	434000	カレンダーに
434000	436000	その道案内のアラームを登録するとか
436000	438000	うーん
438000	440000	そういうなんかやっぱり
440000	442000	OSの機能と絡めると
442000	444000	まあ美味しく食べれそうな
444000	446000	雰囲気は
446000	448000	そうだなというところ
448000	450000	ですかね
450000	452000	そうですね
452000	454000	あとはあれかな
454000	456000	答え
456000	458000	複数通りの答えがあって
458000	460000	自分だったら答えはこれなんだけど
460000	462000	たまには別の答えも
462000	464000	聞いてみたいっていう時とかかな
464000	466000	はい
466000	468000	はい
468000	470000	まあ確かにそれありますよね
470000	472000	ああそれを持ってきたか
472000	474000	っていうのがあると
474000	476000	面白くなってくるんで
476000	478000	そうですね
478000	480000	仕事だとね結構
480000	482000	それをしたくなるケース少ないんだよね
482000	484000	期待値が
484000	486000	結構決まりきっていることが多い
486000	488000	そういう偶発性を
488000	490000	期待するんだったら
490000	492000	人に期待しちゃう
492000	494000	感じがあるな
494000	496000	その
496000	498000	例えばチャットGPTで偶発的に
498000	500000	こんなんどうですかって言われてそれいいじゃんと思っても
500000	502000	その自分の中になかった
502000	504000	答えだからこそ
504000	506000	その答えをより良く
506000	508000	するために動き続ける
508000	510000	人が必要になるじゃん
510000	512000	仕事上は
512000	514000	だから瞬間で終わられたら困ることが
514000	516000	あるからビジネス上は
516000	518000	なかなかチャットGPT
518000	520000	に偶発性を期待するのが
520000	522000	難しい気がする
522000	524000	まあでも
524000	526000	それは自分の中である程度
526000	528000	方向性が何であれ
528000	530000	分かってるっていう前提でやっぱ
530000	532000	検索しているっていうのと
532000	534000	あとなんていうのかな
534000	536000	旧人類だから検索というものは
536000	538000	そういう
538000	540000	角度を高める作業だという
540000	542000	スタンスでいるから
542000	544000	そうそう
544000	546000	それはあると思う
546000	548000	検索っていうツールを
548000	550000	使いたくなってるタイミングと
550000	552000	チャットGPTが活躍できる
552000	554000	タイミングがそもそも違うから
554000	556000	そのプロセス
556000	558000	の作り方と
558000	560000	ツールの掛け算が間違ってるよね
560000	562000	っていう可能性は
562000	564000	大いにあって
564000	566000	そうですね
566000	568000	そこはどうしたら
568000	570000	どうすると
570000	572000	自分の中でいいじゃん
572000	574000	ちょっと次からこういう使い方しよう
574000	576000	に気づけるのかはまだ
576000	578000	見えてないって感じだな
578000	580000	まあどちらかというとそれは
580000	582000	仕事で使うツール側で
584000	586000	スペックアップに期待するという感じかもしれないですね
586000	588000	えっと
588000	590000	コードを書くときの
590000	592000	自動保管じゃないですけど
592000	594000	そういうのだいぶ最近は
594000	596000	好機能になってきたと思うんで
596000	598000	そうですね
598000	600000	チャットGPTの予測機能ってそういうところにも
600000	602000	展開できると思うんで
602000	604000	そうやって自然言語処理的に
604000	606000	先を予測して
606000	608000	マルコフ連鎖ではできなかった
608000	610000	文章生成をしてもらうとか
610000	612000	そうですね
612000	614000	そこら辺
614000	616000	ではうまいこと
616000	618000	使えそうな気がしますね
622000	624000	もう少し
624000	626000	使い方を模索していく必要は
626000	628000	ありますが一般的な
628000	630000	エンジニアリングのプロセスの中では
630000	632000	うまくまだ使うタイミングが
632000	634000	なさそうというのが現状です
636000	638000	というところで枕はそれくらいにして
638000	640000	本題の方に行きたいと思います
640000	642000	1点目
642000	644000	エグマ上でUIデザインを考えてくれる
644000	646000	AIデザインコンパニオン
648000	650000	ゲニウス
650000	652000	読み方が分からない
652000	654000	ラテン語かな
654000	656000	ジーニアス
656000	658000	ジーニアス
658000	660000	ジーニアスでいいんですかね
660000	662000	はい
662000	664000	というツールが
664000	666000	発表されましたので紹介です
666000	668000	gikio.jpさんの記事です
670000	672000	デザインツールなどを開発している
672000	674000	ダイアグラムは2月10日
674000	676000	フィグマ上でUIデザインを
676000	678000	ユーザーと共同で作成できる
678000	680000	AIベースのデザインコンパニオン
680000	682000	ジーニアスのプレビューを公開した
682000	684000	ジーニアスはユーザーが
684000	686000	フィグマ上でデザインを行う操作を
686000	688000	学習することで
688000	690000	何をデザインしているかを理解し
690000	692000	デザインシステムのコンポーネントを使用して
692000	694000	自動で配置の提案を行うツール
694000	696000	同社はこれまで
696000	698000	フィグマ上でテキスト入力等の情報から
698000	700000	デザインを生成する
700000	702000	AIベースのツール
702000	704000	マジシャンなどを発表してきたが
704000	706000	ジーニアスではさらにこれを一歩進め
706000	708000	テキストの入力も必要なく
708000	710000	ユーザーと
710000	712000	共同作業を行うようなイメージで
712000	714000	デザインを行うことができる
714000	716000	同社では現在
716000	718000	ウェイトリストを用意しており
718000	720000	登録者には準備が整い次第
720000	722000	最新情報を知らせるとのこと
722000	724000	以前
724000	726000	AIの進歩の先で
726000	728000	一緒に
728000	730000	作業できたりとか
730000	732000	もっとこうした方がいいが
732000	734000	提案してくれるAIが出てくるといいな
734000	736000	みたいな話をしてたんですけど
736000	738000	それの
738000	740000	しょぼいものではありますが
