start	end	text
0	2000	はいどうもこころかんびです
2000	4000	当然です
4000	6000	今週も一週間振り返っていきたいと思います
6000	8000	はいはい
8000	10000	今週といえば台風2号エグかったですね
10000	12000	エグかったですね
12000	14000	はい台風2号というか
14000	16000	それに伴う洗浄香水体も含めて
16000	18000	っていう感じですけど
18000	20000	そうですね
20000	22000	お宅は逆流しなかったですか
22000	24000	トイレとか
24000	26000	うちは大丈夫でしたけどね
26000	28000	はいまあでも
28000	30000	いろんなところの川が
30000	32000	危険水域になっているところもあれば
32000	34000	氾濫しちゃったところもあって
34000	36000	だいぶだいぶ被害も出ていて
36000	38000	ちょっと大変ですね
38000	40000	というところですね
40000	42000	そうですね
42000	44000	全国的に大雨警報が出なかった地域は
44000	46000	ほぼなくて
46000	48000	河川地域の人はもう避難指示が
48000	50000	片っ端から出ていた認識ですね
50000	52000	そうですね
52000	54000	比較的日本海側は
54000	56000	まだマシだった
56000	58000	海平洋側は特に
58000	60000	東海道新幹線通っている経路
60000	62000	ら辺は
62000	64000	かなり長い間
64000	66000	降られてしまったので
66000	68000	川という川が全部
68000	70000	危険水域まで上がっている感じがありましたね
70000	72000	そうですね
72000	74000	特に関東の方だと
74000	76000	あれですよね
76000	78000	埋め立てたとかもともと平野だった
78000	80000	関係とかもあって
80000	82000	結構
82000	84000	川が
84000	86000	溢れると
86000	88000	一気に流れ込んじゃうくらい
88000	90000	地面が低い
90000	92000	土地が低いところもあって
92000	94000	それもあって
94000	96000	かなり
96000	98000	ちょっと注意してみないな
98000	100000	行けないなという感じのところが
100000	102000	多かったですけど
102000	104000	それを言うと大阪市だって結構
104000	106000	埋め立てているので
106000	108000	人のこと言えないですよ
108000	110000	あっちもやばいと思う
110000	112000	感じもありますけど
112000	114000	はい
114000	116000	そこら辺を含めて
116000	118000	今日紹介するサイトなんですけども
118000	120000	なんと国が作った
120000	122000	国土交通省が
122000	124000	作っている川の防災情報
124000	126000	というサイト
126000	128000	これが結構よかったので紹介ですと
128000	130000	国なのに
130000	132000	国なのにって言うと怒られるかもしれないですけど
132000	134000	国なのにって感じですね
134000	136000	アクセスしてもらうと
136000	138000	日本地図が出てきて
138000	140000	そこから自分の
140000	142000	街のところばーっと近づいていくと
142000	144000	川一覧で
146000	148000	全部の川
148000	150000	の情報が
150000	152000	地図上に
152000	154000	載っていて
154000	156000	その情報も
156000	158000	観測所で観測している
158000	160000	水位の情報とか
160000	162000	川の量
162000	164000	水位量を
164000	166000	監視するための
166000	168000	監視カメラの映像とか
168000	170000	川に沿って全部ありますよ
170000	172000	というのが
172000	174000	見れます
174000	176000	首都角とかに行っても
176000	178000	見れるんですけど
178000	180000	そこで見れるのは首都角の情報だけだったりするので
180000	182000	広範囲に
182000	184000	見たいとき
184000	186000	会社行って会社から帰ってくるとき
186000	188000	途中とか
188000	190000	そういうところも全部
190000	192000	一目同士で見れるので
192000	194000	そこがまず便利ですね
194000	196000	というところ
196000	198000	もう一つ便利なのが
198000	200000	結構情報が詳しくて
200000	202000	例えば
202000	204000	観測所水位観測情報
204000	206000	というところをクリックしてもらうと
206000	208000	横断図みたいなのが出て
208000	210000	今の川の水位がここですよ
210000	212000	危険水位ここですよ
212000	214000	溢れるところになると
214000	216000	ここまで溢れちゃいますよ
216000	218000	ここ以上になると溢れますよ
218000	220000	みたいな情報が
220000	222000	グラフと観測地と横断図
222000	224000	という図
224000	226000	で分かりやすく見れることができる
226000	228000	これだけでも
228000	230000	波の
230000	232000	下手な仕様とかよりも
232000	234000	情報がまとまっているなと
234000	236000	いうところが
236000	238000	見て取れるかなというところ
238000	240000	さらに
240000	242000	自分の登録情報とか
242000	244000	何なら浸水想定とか
244000	246000	マップに重ねて
246000	248000	見ることができるので
248000	250000	避難するときにも
250000	252000	見ていると結構有用なのかなと
252000	254000	いうところが
254000	256000	結構便利だなというところでの
256000	258000	紹介です
258000	260000	いやーこれめちゃくちゃ
260000	262000	いいですね
262000	264000	国土交通省が取りまとめて
264000	266000	やってたんだっていう
266000	268000	認識ですねどっちかというと
268000	270000	NOSとかでは結構
270000	272000	地域ごとの
272000	274000	市役所とかの企画で
274000	276000	こういう川の水位を
276000	278000	測定する設備を導入しましたとか
278000	280000	そういうニュースは見てたんですけど
280000	282000	国発信でやってるのを全然知らなかったですね
282000	284000	そうですね
284000	286000	やっぱり何て言うんですか
286000	288000	多分
288000	290000	市とかの情報を
294000	296000	市とかの情報を
296000	298000	多分国土交通省が
298000	300000	集めてるとは思うんですけど
300000	302000	はい
302000	304000	くしゃみが出そうで出なかった
304000	306000	それを一覧表示して
306000	308000	くれているのはかなり
308000	310000	頑張ってるなという印象です
310000	312000	市によって情報の流度とかも
312000	314000	全然バラバラでしょうね
316000	318000	取れてるデータと
318000	320000	測定間隔
320000	322000	測定間隔は全部バラバラなのか
322000	324000	すごいな要をまとめてるな
326000	328000	今いくつか見てるんですけど
328000	330000	測定ポイントによっては
330000	332000	10分間隔だったり1日単位だったりとか
332000	334000	すごくまちまちですね
334000	336000	まあそれでも
336000	338000	一論性があることでね
338000	340000	上流がやばくなったら
340000	342000	ここまでやばいんだなみたいなのが
342000	344000	見て取れますし
344000	346000	そうですね
348000	350000	避難指示に対しても
350000	352000	もちろん川のそばの人は
352000	354000	急いで避難した方がいいんですけど
354000	356000	川からこれくらい離れているけど
356000	358000	結局この川は気にした方がいいのか
358000	360000	この避難指示は
360000	362000	どこまで妥当なのか
362000	364000	どこまで妥当なのか
364000	366000	っていうのがやっぱり
366000	368000	判断つきにくいっていうのは正直あると思うんですけど
368000	370000	そうですね
370000	372000	これで自分の一応最寄りの水位とか
372000	374000	実際に見れたり
374000	376000	カメラ映像をリモートで見れたら
376000	378000	これはやべえって動けるでしょう
378000	380000	だからいいですね
380000	382000	あと
382000	384000	どっちの川が溢れそうになっているか
384000	386000	っていうのを見て
386000	388000	遠い川に避難したりとかもできるでしょうし
388000	390000	そうだね
390000	392000	川と川の間に挟まれている地域とかも結構あるので
392000	394000	結構多いんでね
396000	398000	そこら辺も含めて
400000	402000	南下の檻には
402000	404000	参照していただけると結構いいのかなと
404000	406000	思いました
406000	408000	ところでの紹介でした
408000	410000	ありがとうございます
412000	414000	次連続した私の方から
414000	416000	なんですけども
416000	418000	1点目で
418000	420000	高級チェアという
420000	422000	椅子の紹介です
422000	424000	これハーマンミラーさんが
424000	426000	出していて
426000	428000	ハーマンミラー
428000	430000	アーロンチェアで有名な
430000	432000	ハーマンミラーさんですね
432000	434000	高級チェアやってたんですよね
434000	436000	やってたというか
436000	438000	今回コラボレーションで出したみたいな感じ
438000	440000	らしいですね
442000	444000	これロジクルグループとの
444000	446000	コラボレーションで
