start	end	text
0	4320	はいどうもこころかみです
4320	5760	たおでんです
5760	8080	今週も一週間振り返っていきたいと思います
8080	9040	はいはい
9040	11520	と言ってもちょっと日が空いてしまったんですが
11520	14520	引っ越しもろもろで少しできなかったので
14520	16320	ようやく再開ということです
16320	18280	はいお疲れ様です
18280	22320	その辺のねプライベートはどうでもいいというほど
22320	25120	世間がすごいことになってまして
25120	28120	個人的に一番大きい日本のニュースとして
28120	32080	H3ロケット試験機の1号機が
32080	34200	打ち上げ失敗に終わったというところで
34200	37520	ちょっと今日はそれのネタと後半
37520	39280	AI関係もすごいことになっているので
39280	42680	その2点で話したいなと思います
42680	43800	はいはい
43800	48440	で1点目のそのH3ロケットなんですけれども
48440	50920	まあ事実関係で言うと
50920	53720	まず3月7日ですね
53720	55880	に打ち上げが実施されました
55880	58640	もともと2月に1回中断していて
58640	61080	3月6日ということで延期されたんですけれども
61080	65000	天候の理由で3月7日になったという経緯がありますと
65000	68480	で打ち上げはまあ無事成功したかのように
68480	69960	見えたんですけれども
69960	71760	1段目を切り離して
71760	74520	2段目のエンジンに切り替わったタイミングで
74520	80040	着火ができなくて失敗ということになりました
80040	84240	でこの着火の原因がどうだったのかとか
84240	87840	その辺の話も出てきてはいるんですけれども
87840	90760	まず喜ばしいこととしてはですね
90760	93760	この1段目のエンジン部分ですね
93760	96520	今回H3ロケットになるにあたって
96520	98960	大きく手を加えたのがこの1段目で
98960	103960	LE9ですかねという新しいエンジンで
103960	107320	これまで以上にコストパフォーマンスに優れる
107320	109640	3Dプリンターとかもフル活用された
109640	111960	新しい高効率のエンジンで
111960	114800	これがどれくらい使い物になるかというのも
114800	116280	期待される中で
116280	120720	1段目は無事ほぼ目標との1秒誤差程度に
120720	123040	収まる程度に打ち上げができたということで
123040	127520	まずここは大成功だったのかなと思ってます
127520	129240	2段目のエンジンの部分については
129240	134240	従来のH2ロケットと同じような内容で
134240	136720	生産中止品とかに伴って
136720	138640	部品の差し替えとかを行われているものは
138640	142480	基本的には同じものという状態だったんだけれども
142480	146320	そこで失敗してしまったというのが
146320	149800	ざっくりさまりかなと思ってます
149800	152720	詳細の原因については
152720	154840	いろいろ出てるんですけれども
154840	160280	ニュース速報レベルで言うと
160280	165520	エンジンを着火するところの上場機構が
165520	169280	ちゃんと働いていたにも関わらず
169280	173680	過電流着火する機器自体が
173680	175840	多くの電流を要求してしまって
175840	180040	結果的に中断処理が走って着火できなかった
180040	182600	というようなことが起きたのかな
182600	187320	というのがざっくり原因にはなっています
187320	191000	成功したことと失敗したことと
191000	195040	これからJAXAがどう動いていけるのかとか
195040	197960	もともと打ち上げる予定だった
197960	199640	第1位についての話とか
199640	201080	ちょっとその辺を掘り下げて
201080	206080	いろいろ話したいなと思ってます
206080	208600	なかなかそうですね
208600	211080	原因解明がまたまた難しいですなぁ
211080	214160	というところにもなりますけれども
214160	217400	打ち上げちゃってしかも爆破しちゃったんで
217400	219160	現物がないんですよね
219160	219920	そうですね
219920	222520	なので打ち上げ途中に
222520	227040	地上局に送られた信号から
227040	231080	推論するしかないというところで
231080	234800	なかなか難しいんですけども
234800	237440	ちょっと現状を分かっていることっていうのは
237440	240560	ちょっと詳しく言うと
240560	244800	まずざっくり電気系と二段エンジン系っていう
244800	248680	エンジン部分で上下段に分かれてますと
248680	253520	電気系の部分には電池とV2Aという
253520	261520	二段機体制御コントローラーっていうもの
261520	265080	その下に二段推進系コントローラー
265080	269680	という三段積み鏡餅みたいになってて
269680	276840	そこで電力とかを制御した結果として
276840	279160	二段エンジンに制御電源と駆動電源を
279160	282560	渡されるということになってます
282560	286160	電気系は2個上長していて
286160	288480	エンジン系は一つだけ
288480	291160	なので2個のバッテリーを積んでて
291160	294160	コントローラーで制御した2系統を
294160	298520	一つのエンジンにぶち込むという形状になってます
298520	299960	でなんですけども
299960	302840	今回問題になっているのが
302840	304640	この二段推進系コントローラー
304640	309200	電気系の一番最後の部分にあるものですね
309200	315520	これが着火直後に過電流を検出して止まりました
315520	320400	で上長系で完全に完全上長なので
320400	322360	A系統の方が死んでも
322360	326080	B系統が本来使えるはずだったんですけども
326080	327200	A系統が死にました
327200	329400	じゃあB系統よろしくねって言ったら
329400	332680	B系統も過電流を検出していて
332680	335200	止まりましたということで
335200	340240	結果として上長システムを積んでたけど
340240	345640	同じような原因と思われる動作により
345640	347880	止まりました
347880	350320	の結果エンジンが推進しませんでした
350320	355080	という感じになってます
355080	356560	だから2つ系統があって
356560	359200	上長構成にはなっていて
359200	360880	AがダメならBっていう風には
360880	364120	仕組みとして実装されていて
364120	365600	そのAがダメだったから
365600	368520	Bっていう動き自体までうまくいってるけど
368520	370200	そのAの先でもあり
370200	374280	Bの先でもある実際のエンジン部分が
374280	376920	同じ原因でダメになってるから
376920	380000	制御側の方が上々に動いたところで
380000	382560	どうにもならなかったって感じですかね
382560	383640	そうですね
383640	389240	正確に言うと同じ原因と思われる
389240	391520	そうか現時点ではそうですね
391520	394640	正確に言うとね
394640	399160	信号的に言うとそうですね
399160	402640	Aが死んでBに切り替わるって結構すぐで
402640	404440	何だろうこれ
404440	412040	50ミリセックぐらい
412040	413800	そんなにないな
413800	415920	30ミリセックぐらいですね
415920	420400	30ミリセックぐらいでA系統が死んだと
420400	430120	B系統みたいな感じになってるようなんですけども
430120	432120	その30ミリセック間に同時に
432120	435280	A系統もB系統も電圧が落ちてるよって
435280	436480	判定しちゃったと
436480	438800	電圧が落ちてるよっていうのは
438800	440280	電流が流れすぎたので
440280	443360	電圧が落ちてると思われると
443360	448400	判定したということですね
448400	450320	まあなので問題になるのは
450320	452760	その電流が流れすぎたっていうのは
452760	454760	本当に電流が流れすぎたのか
454760	458200	何かしらの要因によりご検知したのか
458200	462360	本当に大きな電流が流れたのか
462360	465400	はたまた別のところと接触というか
465400	468200	まあ散らくしちゃったので
468200	472160	エンジンは過電流は流れてないんだけども
472160	478920	電源系統が過電流が流れたっていう状況か
478920	480480	がありますよと
480480	482400	この記事で書かれてるんですけども
482400	489400	まあ難しいねという感じですね
489400	490440	それ以上の切り分けは
490440	492800	おそらく不可能なんですよね
492800	496880	あとはエピシロンでもやってましたけど
496880	499640	再現試験ですね
499640	502240	同じような経営を持ってきて
502240	504600	まあ何かしらのノイズを入れてやるとか
